auth1,booknum,original_publication_year,book_id,work_id,title,work_ratings_count
J.G. Ballard,1,1973.0,7232,68058,Crash,15187
C.G. Jung,1,1961.0,5369,848877,"Memories, Dreams, Reflections",17604
Richard Paul Evans,1,1993.0,5270,2493019,"The Christmas Box (The Christmas Box, #1)",20819
Isa Chandra Moskowitz,1,2006.0,7942,47257,Vegan Cupcakes Take Over the World: 75 Dairy-Free Recipes for Cupcakes that Rule,11543
Ben H. Winters,1,2012.0,5562,18538006,"The Last Policeman (The Last Policeman, #1)",18664
Greg Bear,1,1984.0,5367,4273,"Eon (The Way, #1)",19786
Lindsey Kelk,1,2009.0,4818,6383161,"I Heart New York (I Heart, #1)",20465
Gail Tsukiyama,1,1991.0,7458,49887,Women of the Silk,13177
Peter Shaffer,1,1973.0,6535,950109,Equus,16409
Sherman Alexie,1,1993.0,5294,829351,The Lone Ranger and Tonto Fistfight in Heaven,20157
Brian Herbert,1,1999.0,6188,711892,House Atreides (Prelude to Dune #1),17878
Thomas Mann,1,1901.0,8503,3458174,Buddenbrooks: The Decline of a Family,15027
Maggie O'Farrell,1,2006.0,5925,3050927,The Vanishing Act of Esme Lennox,20131
Matt Ridley,1,1993.0,8000,1254615,The Red Queen: Sex and the Evolution of Human Nature,11933
David Gemmell,1,1984.0,5515,1805413,"Legend (The Drenai Saga, #1)",20520
J.M. Coetzee,1,1980.0,5700,1155689,Waiting for the Barbarians,18453
Johanna Lindsey,1,1990.0,8562,3062691,"Gentle Rogue (Malory-Anderson Family, #3)",16709
Italo Calvino,1,1957.0,5244,865256,The Baron in the Trees,18820
CLAMP,1,1996.0,6108,1101695,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",18004
Grant Naylor,1,1989.0,4978,1260676,Infinity Welcomes Careful Drivers (Red Dwarf #1),20281
Jack Finney,1,1955.0,6229,864848,Invasion of the Body Snatchers,15809
Cornelius Ryan,1,1959.0,6131,1413765,The Longest Day,15836
Émile Zola,1,1867.0,8682,1656117,Thérèse Raquin,14432
Maggie Shipstead,1,2012.0,6474,17846412,Seating Arrangements,16075
Ashwin Sanghi,1,2010.0,4809,14996005,Chanakya's Chant,17270
Jack Gantos,1,1998.0,9509,218134,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",13420
Catherine Bybee,1,2011.0,8342,17533854,"Wife by Wednesday (The Weekday Brides, #1)",16368
Miriam Toews,1,2004.0,6791,970518,A Complicated Kindness,15765
Obert Skye,1,2005.0,6956,2155900,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",18044
Stan Berenstain,1,1968.0,7016,160884,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",15184
Craig Johnson,1,2004.0,6295,105919,"The Cold Dish (Walt Longmire, #1)",18109
Jonathan Haidt,1,2005.0,6384,3587,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,14395
Robert Crais,1,1987.0,6520,2541445,"The Monkey's Raincoat (Elvis Cole, #1)",17672
Gene Wolfe,1,1980.0,6924,762497,The Shadow of the Torturer (The Book of the New Sun #1),16508
Rob Bell,1,2005.0,4715,2901756,Velvet Elvis: Repainting the Christian Faith,19629
Jacqueline Wilson,1,1991.0,7045,1951159,The Story of Tracy Beaker,15313
Mary Downing Hahn,1,1986.0,8072,259783,Wait Till Helen Comes,15444
Kathleen E. Woodiwiss,1,1972.0,9073,979799,The Flame and the Flower,13904
David  Brooks,1,2011.0,5418,14516046,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",16744
Paul O. Zelinsky,1,1986.0,7899,271837,Rumpelstiltskin,14623
Jojo Moyes,1,2005.0,7044,1363261,The Ship of Brides,16875
Alan Moore,1,1983.0,6508,2952350,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",18399
Roddy Doyle,1,1987.0,8873,963859,The Commitments,12070
Charlie Higson,1,2005.0,9564,2435731,"SilverFin (Young Bond, #1)",10920
Conn Iggulden,1,2002.0,6076,1808829,"The Gates of Rome (Emperor, #1)",16637
Amitav Ghosh,1,2000.0,5037,74541,The Glass Palace,17741
Steven Pinker,1,1994.0,6620,2422982,The Language Instinct: How the Mind Creates Language,14314
Ian McEwan,1,1978.0,6283,1189398,The Cement Garden,18301
Sandra Dallas,1,1995.0,8475,919911,The Persian Pickle Club,14297
Alice Munro,1,2001.0,7874,2457240,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",12818
Michio Kaku,1,1994.0,6219,629317,Hyperspace,15150
José Saramago,1,1982.0,8532,1517,Baltasar and Blimunda,11867
Joshilyn Jackson,1,2005.0,6579,1345543,Gods in Alabama,16469
Peter  May,1,2009.0,6740,7307773,"The Blackhouse (Lewis Trilogy, #1)",16826
Jennifer L. Holm,1,2010.0,7588,7088141,Turtle in Paradise,15179
J. Maarten Troost,1,2003.0,5155,713460,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,17710
Brad Meltzer,1,1997.0,9144,530174,The Tenth Justice,10768
Arnaldur Indriðason,1,2000.0,7179,1127182,"Jar City (Inspector Erlendur, #3)",16035
Kathryn Jackson,1,1947.0,7951,334487,The Saggy Baggy Elephant (A Little Golden Book),15397
Louise Erdrich,1,1984.0,6242,1524121,Love Medicine,17029
Anton Chekhov,1,1895.0,6119,3200341,The Seagull,18104
Peter Clines,1,2010.0,7765,10753679,"Ex-Heroes (Ex-Heroes, #1)",12111
Dorothea Benton Frank,1,1999.0,7313,982483,"Sullivan's Island (Lowcountry Tales, #1)",14224
Michael Moore,1,2001.0,7372,1084282,Stupid White Men,13776
Don Winslow,1,2005.0,6809,158974,The Power of the Dog,14269
Joseph Boyden,1,2005.0,6024,809209,Three Day Road,16318
Brian Coffey,1,1977.0,8068,1572345,The Face of Fear,13739
George Carlin,1,1997.0,7186,805035,Brain Droppings,13900
Naguib Mahfouz,1,1956.0,9247,748227,Palace Walk (The Cairo Trilogy #1),10468
Elin Hilderbrand,1,2002.0,8765,275714,Nantucket Nights,11510
Richard Ford,1,1986.0,6447,14675,The Sportswriter,14240
Martin Amis,1,1984.0,6184,85999,Money,16390
Eric S. Nylund,1,2001.0,5575,1881174,Halo: The Fall of Reach,16539
Charles Stross,1,2003.0,9607,1192005,"Singularity Sky (Eschaton, #1)",11169
Jeanette Winterson,1,1987.0,6808,864738,The Passion,14941
James Lee Burke,1,1987.0,6523,1916440,"The Neon Rain (Dave Robicheaux, #1)",16387
George Saunders,1,1996.0,6892,3265487,CivilWarLand in Bad Decline,13213
Jonathan Tropper,1,2003.0,6406,4570662,The Book of Joe,14880
V.S. Naipaul,1,1961.0,6877,2927347,A House for Mr Biswas,14609
Lorrie Moore,1,1998.0,7771,1769,Birds of America,11602
Alan Dean Foster,1,1976.0,8535,123227,A New Hope  (Star Wars: Novelizations #4),12547
Ralph Waldo Emerson,1,1844.0,7231,1472936,Self-Reliance and Other Essays,14717
Philip Yancey,1,1977.0,7977,2643939,Where Is God When It Hurts?,10681
Brian Michael Bendis,1,2001.0,9465,102101,"Ultimate Spider-Man, Volume 1: Power and Responsibility",10929
Drew Karpyshyn,1,2006.0,6431,1330495,"Path of Destruction (Star Wars: Darth Bane, #1)",14850
Tim Winton,1,1991.0,6591,1154594,Cloudstreet,14863
Martha Stewart,1,2007.0,7060,325931,Everyday Food: Great Food Fast,11973
Alain de Botton,1,1993.0,7715,14280312,On Love,12750
Nancy Thayer,1,2009.0,8536,6196976,Summer House,12150
Brandon Stanton,1,2013.0,8926,23907081,Humans of New York,12865
Saul Bellow,1,1953.0,7135,2453177,The Adventures of Augie March,13746
David McCullough,1,1968.0,7738,1391380,The Johnstown Flood,13740
Carl Hiaasen,1,1986.0,7471,2160020,Tourist Season,14739
Jennifer McMahon,1,2007.0,9348,3057249,Promise Not to Tell,12785
Alistair MacLean,1,1957.0,8863,854073,The Guns of Navarone,12237
David Foster Wallace,1,1987.0,6475,1140359,The Broom of the System,15312
Mike Lupica,1,2004.0,9307,384365,Travel Team,8484
Karen   White,1,2008.0,9694,4554187,"The House on Tradd Street (Tradd Street, #1)",13523
J.L. Bourne,1,2004.0,6555,2138628,"Day by Day Armageddon (Day by Day Armageddon,#1)",14550
Mary Hoffman,1,1991.0,9156,1831295,Amazing Grace,11064
Robert A. Caro,1,1982.0,9004,201695,"The Path to Power (The Years of Lyndon Johnson, #1)",11325
Mario Vargas Llosa,1,1962.0,7756,2115431,La ciudad y los perros,11826
Vladimir Nabokov,1,1936.0,9754,4479600,Invitation to a Beheading,10060
Terry McMillan,1,1989.0,7965,939528,Disappearing Acts,11582
Danielle Steel,1,1977.0,9405,1453178,The Promise,10716
Paul Theroux,1,1969.0,7375,811411,The Great Railway Bazaar,13107
Machado de Assis,1,1880.0,8589,605176,Memórias Póstumas de Brás Cubas,10577
Bisco Hatori,1,1999.0,9906,2902197,"Ouran High School Host Club, Vol. 4 (Ouran High School Host Club, #4)",11392
Hergé,1,1930.0,8253,1826874,Tintin in the Land of the Soviets (Tintin #1),11762
James Andrew Miller,1,2001.0,7916,1417,Live from New York: An Uncensored History of Saturday Night Live,12325
Alan W. Watts,1,1957.0,7669,1223062,The Way of Zen,11779
Ludwig Wittgenstein,1,1921.0,7606,3157863,Tractatus Logico-Philosophicus,12182
Iris Murdoch,1,1954.0,9323,3257831,Under the Net,10082
Robert Ludlum,1,1971.0,9852,3248998,The Scarlatti Inheritance,10632
Sharon M. Draper,1,1994.0,8170,2373129,"Tears of a Tiger (Hazelwood High, #1)",11781
Jon Ronson,1,2001.0,8930,5946,Them: Adventures with Extremists,11362
Perry Moore,1,2005.0,9838,63667,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",7353
Jamie Oliver,1,2006.0,8048,557068,Cook with Jamie,10891
Gerald N. Lund,1,1991.0,9079,2885501,"Like a Fire Burning (The Work and the Glory, #2)",11017
John Irving,1,1972.0,9722,2342047,The Water-Method Man,10384
Steve Perry,1,1996.0,7864,858558,Shadows of the Empire (Star Wars),13688
William  Boyd,1,2002.0,9483,2237564,Any Human Heart,10207
Beth Moore,1,1999.0,8773,1008516,Breaking Free: Discover the Victory of Total Surrender,10659
Al Ries,1,1980.0,9014,746122,Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,10002
Daniel C. Dennett,1,1995.0,8375,1835,Darwin's Dangerous Idea: Evolution and the Meanings of Life,11292
David James Duncan,1,1983.0,9714,993607,The River Why,8375
Dee Lestari,1,2001.0,5953,1490823,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",11445
Joel Osteen,1,2004.0,7587,121347,Your Best Life Now: 7 Steps to Living at Your Full Potential,10894
Andy Andrews,1,2002.0,9350,55027,The Traveler's Gift: Seven Decisions that Determine Personal Success,9715
Suzanne Collins,2,2009.0,17,6171458,"Catching Fire (The Hunger Games, #2)",1988079
J.K. Rowling,2,1998.0,23,6231171,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",1906199
Dan Brown,2,2003.0,26,2982101,"The Da Vinci Code (Robert Langdon, #2)",1557292
Harper Lee,2,2015.0,533,44458285,Go Set a Watchman,164828
Khaled Hosseini,2,2007.0,67,3271379,A Thousand Splendid Suns,866065
J.D. Salinger,2,1953.0,709,1839377,Nine Stories,117297
George R.R. Martin,2,1998.0,110,3272005,"A Clash of Kings  (A Song of Ice and Fire, #2)",606765
Anne Frank,2,1960.0,8028,13377363,Anne Frank's Tales from the Secret Annex,11235
Rick Riordan,2,2006.0,151,43554,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",550512
Cassandra Clare,2,2008.0,153,1575860,"City of Ashes (The Mortal Instruments, #2)",586008
Alice Sebold,2,2002.0,22,1145090,The Lovely Bones,1661562
Shel Silverstein,2,1974.0,50,30518,Where the Sidewalk Ends,1023781
John Steinbeck,2,1937.0,32,40283,Of Mice and Men,1518741
Markus Zusak,2,2005.0,47,878368,The Book Thief,1287798
Audrey Niffenegger,2,2009.0,1481,6382826,Her Fearful Symmetry,79116
Charlotte Brontë,2,1849.0,4870,2685457,Shirley,24088
Nicholas Sparks,2,1998.0,420,1622450,Message in a Bottle,192001
Elizabeth Gilbert,2,2009.0,2455,6924954,Committed: A Skeptic Makes Peace with Marriage,41510
Douglas Adams,2,1980.0,599,1877624,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",172365
John Green,2,2006.0,275,48658,An Abundance of Katherines,347424
E.B. White,2,1952.0,59,987048,Charlotte's Web,1084842
Sara Gruen,2,2010.0,5231,3441259,Ape House,24513
James Dashner,2,2010.0,259,6574198,"The Scorch Trials (Maze Runner, #2)",346307
Yann Martel,2,2010.0,6216,7627945,Beatrice and Virgil,16991
Mitch Albom,2,2003.0,132,2561472,The Five People You Meet in Heaven,474699
Orson Scott Card,2,1986.0,492,2327777,"Speaker for the Dead (Ender's Saga, #2)",182764
Philip Pullman,2,1995.0,62,1536771,"The Golden Compass (His Dark Materials, #1)",994914
Sue Monk Kidd,2,2004.0,1547,1408375,The Mermaid Chair,65696
Mark Haddon,2,2006.0,3792,2201178,A Spot of Bother,28130
Malcolm Gladwell,2,2005.0,211,1180927,Blink: The Power of Thinking Without Thinking,360338
Helen Fielding,2,1999.0,1457,8140,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",81599
Ransom Riggs,2,2014.0,884,17377739,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",132924
Diana Gabaldon,2,1992.0,463,2866304,"Dragonfly in Amber (Outlander, #2)",210989
Gayle Forman,2,2011.0,475,10706553,"Where She Went (If I Stay, #2)",218362
Roald Dahl,2,1964.0,158,2765786,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",494747
Jeannette Walls,2,2008.0,754,6553801,Half Broke Horses,119479
Lauren Weisberger,2,2005.0,1430,1017538,Everyone Worth Knowing,62880
Gillian Flynn,2,2009.0,226,6873353,Dark Places,386607
Patrick Rothfuss,2,2011.0,307,2502882,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",282349
Madeleine L'Engle,2,1978.0,1530,1196024,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",80918
Ally Condie,2,2011.0,655,14449475,"Crossed (Matched, #2)",179584
S.E. Hinton,2,1971.0,4965,3200846,"That Was Then, This Is Now",24028
Rainbow Rowell,2,2013.0,164,17225055,Eleanor & Park,579753
Becca Fitzpatrick,2,2010.0,434,6867038,"Crescendo (Hush, Hush, #2)",234040
Victor Hugo,2,1862.0,109,3208463,Les Misérables,560132
Jeffrey Eugenides,2,2002.0,115,1352495,Middlesex,507998
Jon Krakauer,2,1996.0,82,3284484,Into the Wild,665377
William Goldman,2,1974.0,5999,1098285,Marathon Man,16439
Marissa Meyer,2,2013.0,581,18390691,"Scarlet (The Lunar Chronicles, #2)",213010
Leo Tolstoy,2,1877.0,172,2507928,Anna Karenina,472796
Maurice Sendak,2,1963.0,102,3020535,Where the Wild Things Are,636061
Sophie Kinsella,2,2001.0,955,3238753,"Shopaholic Takes Manhattan (Shopaholic, #2)",100718
Laura Hillenbrand,2,2010.0,144,12946965,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",528552
Steven D. Levitt,2,2009.0,1069,6591160,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",94086
Stephen King,2,1975.0,349,3048937,'Salem's Lot,246360
Alexandre Dumas,2,1845.0,6842,666376,"Twenty Years After (The D'Artagnan Romances, #2)",16611
Frank Herbert,2,1969.0,1105,3634570,Dune Messiah (Dune Chronicles #2),90432
Ann Brashares,2,2003.0,1718,841331,"The Second Summer of the Sisterhood (Sisterhood, #2)",77713
Emily Giffin,2,2005.0,455,1470371,"Something Blue (Darcy & Rachel, #2)",178529
Jay Asher,2,2011.0,4021,15876972,The Future of Us,36771
Lauren Kate,2,2010.0,600,7380161,"Torment (Fallen, #2)",181384
Nathaniel Hawthorne,2,1851.0,4592,1483780,The House of the Seven Gables,28715
Amy Tan,2,1991.0,1714,1131637,The Kitchen God's Wife,62180
Gregory Maguire,2,1999.0,2192,1758112,Confessions of an Ugly Stepsister,52251
Thomas Harris,2,1988.0,209,22533,"The Silence of the Lambs  (Hannibal Lecter, #2)",366112
Kiera Cass,2,2012.0,206,15413183,"The Selection (The Selection, #1)",539091
Emma Donoghue,2,2010.0,124,9585076,Room,556327
Kami Garcia,2,2010.0,1147,10937544,"Beautiful Darkness (Caster Chronicles, #2)",107651
Truman Capote,2,1965.0,181,1940709,In Cold Blood,401839
Ken Kesey,2,1964.0,5804,1308344,Sometimes a Great Notion,16519
Wally Lamb,2,1998.0,304,1191096,I Know This Much Is True,257608
Tracy Chevalier,2,1999.0,148,3358875,Girl with a Pearl Earring,492177
Eoin Colfer,2,2002.0,918,508999,"The Arctic Incident (Artemis Fowl, #2)",114867
Sarah J. Maas,2,2013.0,752,21581860,"Crown of Midnight (Throne of Glass, #2)",184381
Rebecca Wells,2,1996.0,136,1010054,Divine Secrets of the Ya-Ya Sisterhood,470508
Robert Galbraith,2,2014.0,695,25639104,"The Silkworm (Cormoran Strike, #2)",145146
Ernest Cline,2,2015.0,1730,22378124,Armada,59061
Sylvia Plath,2,1965.0,2921,1185316,Ariel,38547
Hermann Hesse,2,1922.0,180,4840290,Siddhartha,418653
Frank McCourt,2,1999.0,2252,1779262,"'Tis (Frank McCourt, #2)",46748
Jonathan Safran Foer,2,2005.0,249,1940137,Extremely Loud and Incredibly Close,319116
Anita Diamant,2,2005.0,9854,1723715,The Last Days of Dogtown,9621
Laurie Halse Anderson,2,2000.0,1324,212043,Fever 1793,83612
Max Brooks,2,2006.0,239,817,World War Z: An Oral History of the Zombie War,345149
Kristin Cashore,2,2009.0,933,6128277,"Fire (Graceling Realm, #2)",133462
Herman Melville,2,1853.0,3755,15956900,Bartleby the Scrivener,31730
Janet Evanovich,2,1994.0,207,1486401,"One for the Money (Stephanie Plum, #1)",403315
Mindy Kaling,2,2015.0,1044,41897766,Why Not Me?,106929
Philippa Gregory,2,2001.0,186,3248536,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",399223
Alice Walker,2,1989.0,8039,1300300,The Temple of My Familiar,12187
Anne Rice,2,1979.0,7260,2926011,The Feast of All Saints,16011
Stephanie Perkins,2,2011.0,1004,7149084,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",123929
Gail Carson Levine,2,2001.0,2642,3155307,The Two Princesses of Bamarre,57531
Maggie Stiefvater,2,2009.0,254,6244926,"Shiver (The Wolves of Mercy Falls, #1)",370811
R.J. Palacio,2,2014.0,7989,40218701,The Julian Chapter (Wonder Story),15000
Erik Larson,2,2003.0,217,3486041,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",350607
Pittacus Lore,2,2011.0,1008,13530989,"The Power of Six (Lorien Legacies, #2)",105723
Graeme Simsion,2,2014.0,1442,41326408,"The Rosie Effect (Don Tillman, #2)",69847
H.G. Wells,2,1896.0,1555,68894,The Island of Dr. Moreau,70563
Katherine Paterson,2,1978.0,7350,1258731,The Great Gilly Hopkins,17596
Tatiana de Rosnay,2,2009.0,5242,11870076,A Secret Kept,21564
Deborah Harkness,2,2012.0,978,16499524,"Shadow of Night (All Souls Trilogy, #2)",112860
Cecelia Ahern,2,2004.0,1468,3423015,"Love, Rosie",78558
Lois Lowry,2,1989.0,241,2677305,Number the Stars,342365
Daphne du Maurier,2,1938.0,270,46663,Rebecca,329596
Jerry Spinelli,2,2000.0,369,963221,"Stargirl (Stargirl, #1)",245315
Stephen R. Covey,2,1991.0,5873,2170403,Principle-Centered Leadership,13377
James Patterson,2,1993.0,242,3373984,"Along Came a Spider (Alex Cross, #1)",318031
Brandon Sanderson,2,2006.0,389,66322,"The Final Empire (Mistborn, #1)",238993
Tom Clancy,2,1986.0,1643,5054712,Red Storm Rising,58980
Robert Louis Stevenson,2,1885.0,5972,3077944,A Child's Garden of Verses,21600
Lisa See,2,2007.0,3007,2328437,Peony in Love,37399
Laini Taylor,2,2012.0,1502,17961723,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",99031
Homer,2,-750.0,341,3293141,The Iliad,273565
Eric Carle,2,1975.0,6724,795131,The Mixed-Up Chameleon,15841
Augusten Burroughs,2,2002.0,238,828773,Running with Scissors,306388
Jhumpa Lahiri,2,2003.0,378,16171,The Namesake,192903
Terry Pratchett,2,1986.0,1343,592532,"The Light Fantastic (Discworld, #2; Rincewind #2)",88768
Fredrik Backman,2,2013.0,2058,25003015,My Grandmother Asked Me to Tell You She's Sorry,64396
Margaret Wise Brown,2,1947.0,339,1086867,Goodnight Moon,252678
Greg Mortenson,2,2009.0,7001,6642965,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",14741
Rick Yancey,2,2013.0,452,19187812,"The 5th Wave (The 5th Wave, #1)",287540
Lisa Genova,2,2011.0,1814,11606373,Left Neglected,56765
Maya Angelou,2,1981.0,6057,2775653,The Heart of a Woman,16862
Tennessee Williams,2,1947.0,456,142449,A Streetcar Named Desire,206983
Maria Semple,2,2016.0,4178,48574866,Today Will Be Different,31086
L. Frank Baum,2,1904.0,9532,21430714,"The Marvelous Land of Oz (Oz, #2)",14831
Jennifer Weiner,2,2001.0,310,2796838,"Good in Bed (Cannie Shapiro, #1)",252305
Frances Mayes,2,1999.0,8659,519013,Bella Tuscany,11189
Frank Miller,2,1987.0,532,2501570,Batman: Year One,148446
Arthur Conan Doyle,2,1890.0,1631,21539872,The Sign of Four,72378
Mario Puzo,2,1984.0,6259,812174,The Sicilian,15057
Jeff Kinney,2,2007.0,4495,3189584,Do-It-Yourself Book (Diary of a Wimpy Kid),21542
Colleen McCullough,2,1990.0,6375,2564369,"The First Man in Rome (Masters of Rome, #1)",16607
Erich Maria Remarque,2,1936.0,6055,2784253,Three Comrades,16925
Tana French,2,2008.0,1325,6504351,"The Likeness (Dublin Murder Squad, #2)",80243
Haruki Murakami,2,1987.0,380,2956680,Norwegian Wood,217817
Terry Goodkind,2,1995.0,1071,3107985,"Stone of Tears (Sword of Truth, #2)",89987
Art Spiegelman,2,1986.0,1380,1658562,"The Complete Maus (Maus, #1-2)",84323
Hunter S. Thompson,2,1971.0,350,1309111,Fear and Loathing in Las Vegas,242140
Umberto Eco,2,1988.0,2259,11221066,Foucault's Pendulum,48898
Charles Dickens,2,1838.0,361,3057979,Oliver Twist,253163
Rhonda Byrne,2,2009.0,4518,17359118,"The Power (The Secret, #2)",18176
Libba Bray,2,2005.0,1944,1696926,"Rebel Angels (Gemma Doyle, #2)",83916
Robin Hobb,2,1996.0,1018,4668002,"Royal Assassin (Farseer Trilogy, #2)",102563
Janet Fitch,2,2006.0,9300,1881683,Paint it Black,9779
David Nicholls,2,2009.0,338,6463667,One Day,247052
Jonathan Franzen,2,2010.0,654,9585796,Freedom,130682
Colleen Hoover,2,2013.0,3015,26338696,"Finding Cinderella (Hopeless, #2.5)",49378
Lee Child,2,1998.0,1424,213967,"Die Trying (Jack Reacher, #2)",73664
Paula McLain,2,2015.0,2003,43446210,Circling the Sun,48775
Virginia Woolf,2,1927.0,1084,1323448,To the Lighthouse,95572
Barack Obama,2,2006.0,690,1716451,The Audacity of Hope: Thoughts on Reclaiming the American Dream,114115
Tahereh Mafi,2,2012.0,3057,19226840,"Destroy Me (Shatter Me, #1.5)",49101
Jean M. Auel,2,1982.0,2047,630903,"The Valley of Horses (Earth's Children, #2)",60665
Gary Paulsen,2,1991.0,6755,6815,"The River (Brian's Saga, #2)",16545
Laura Joffe Numeroff,2,1991.0,1921,3075681,If You Give a Moose a Muffin,49204
Jeanne DuPrau,2,2004.0,3084,2529035,"The People of Sparks (Book of Ember, #2)",43334
P.D. Eastman,2,1961.0,1488,887311,"Go, Dog. Go!",67112
Simone Elkeles,2,2008.0,517,4315675,"Perfect Chemistry (Perfect Chemistry, #1)",205008
Ursula K. Le Guin,2,1969.0,1574,817527,The Left Hand of Darkness,72176
Kate Morton,2,2008.0,613,3448086,The Forgotten Garden,157088
Leigh Bardugo,2,2013.0,1743,19699752,"Siege and Storm (Shadow and Bone, #2)",87539
Elizabeth Kostova,2,2010.0,4538,6156487,The Swan Thieves,26874
Garth Nix,2,2001.0,1350,2067752,"Lirael (Abhorsen, #2)",86941
Ally Carter,2,2007.0,1652,2796618,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",73404
Daniel Defoe,2,1722.0,3642,3214982,Moll Flanders,34246
Frances Hodgson Burnett,2,1905.0,540,1313599,A Little Princess,215833
S.C. Stephens,2,2011.0,1036,16657003,"Effortless (Thoughtless, #2)",106314
Alexander McCall Smith,2,2000.0,3197,1005422,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",40316
Lev Grossman,2,2011.0,1682,13362064,"The Magician King (The Magicians, #2)",63664
Seth Grahame-Smith,2,2010.0,802,6596168,Abraham Lincoln: Vampire Hunter,118704
Fannie Flagg,2,1987.0,409,2129359,Fried Green Tomatoes at the Whistle Stop Cafe,216286
Billie Letts,2,1998.0,6806,1650770,The Honk and Holler Opening Soon,17033
Unknown,2,1390.0,3022,2954048,Sir Gawain and the Green Knight ,42642
Patricia Cornwell,2,1991.0,2150,2361096,"Body of Evidence (Kay Scarpetta, #2)",53652
James Frey,2,2005.0,2379,471326,My Friend Leonard,36676
Jamie Ford,2,2013.0,7178,23748550,Songs of Willow Frost,15237
S.J. Watson,2,2015.0,7871,24257094,Second Life,12414
Chelsea Handler,2,2007.0,605,2270522,"Are You There, Vodka? It's Me, Chelsea",135734
Sylvain Reynard,2,2012.0,1134,19252471,"Gabriel's Rapture (Gabriel's Inferno, #2)",96953
Jandy Nelson,2,2014.0,950,11409817,I'll Give You the Sun,153584
Donna Tartt,2,2002.0,3219,1808852,The Little Friend,33799
Laura Ingalls Wilder,2,1933.0,3234,1366740,"Farmer Boy (Little House, #3)",45289
Jon Scieszka,2,1992.0,1402,1814587,The Stinky Cheese Man and Other Fairly Stupid Tales,79128
Michael  Grant,2,2009.0,1820,5114483,"Hunger (Gone, #2)",65389
Scott Lynch,2,2007.0,1254,856785,"Red Seas Under Red Skies (Gentleman Bastard, #2)",78603
Ray Bradbury,2,1951.0,1980,1065861,The Illustrated Man,57968
Bill Watterson,2,1988.0,1010,2244438,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,95543
Justin Cronin,2,2012.0,1517,14373498,"The Twelve (The Passage, #2)",67607
Sophocles,2,-430.0,824,3098166,"Oedipus Rex  (The Theban Plays, #1)",134384
William Gibson,2,1984.0,400,909457,Neuromancer,202417
Don Freeman,2,1978.0,2260,261916,A Pocket for Corduroy,47522
Tammara Webber,2,2014.0,8657,25147432,"Breakable (Contours of the Heart, #2)",19321
Chris Cleave,2,2008.0,414,4126074,Little Bee,197953
Gary Chapman,2,1995.0,7994,5166,The Five Love Languages of Children,12513
Pierce Brown,2,2015.0,1341,26984955,"Golden Son (Red Rising, #2)",79535
Junot Díaz,2,2007.0,467,3281466,The Brief Wondrous Life of Oscar Wao,181124
Neal Stephenson,2,1992.0,442,493634,Snow Crash,187292
Jared Diamond,2,1997.0,408,2138852,"Guns, Germs, and Steel: The Fates of Human Societies",185443
Robert Munsch,2,1986.0,608,277308,Love You Forever,162007
Robert T. Kiyosaki,2,1998.0,3009,42235,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,27477
Melissa de la Cruz,2,2007.0,1540,1319792,"Masquerade (Blue Bloods, #2)",79673
Gustave Flaubert,2,1869.0,7952,314156,Sentimental Education,13782
Charles Frazier,2,2006.0,9928,2414732,Thirteen Moons,10124
Michael Crichton,2,1972.0,5343,2651704,The Terminal Man,20590
Richard Bach,2,1977.0,1847,30365,Illusions: The Adventures of a Reluctant Messiah,47411
Jenny  Lawson,2,2015.0,1810,43075476,Furiously Happy: A Funny Book About Horrible Things,67556
